SUBJECT_NAME,SUBJECT_GROUP,SUBJECT_AGE,VALUE
AW002AF,YNG,19.0,364.85714285714283
CP001CTA,OLD,65.0,308.0
AW001CG,YNG,19.0,198.14285714285714
