SUBJECT_NAME,SUBJECT_GROUP,SUBJECT_AGE,VALUE
AW001CG,YNG,19.0,27.145406793659465
CP001CTA,OLD,65.0,8.505480241661932
AW002AF,YNG,19.0,7.006848372187577
