SUBJECT_NAME,SUBJECT_GROUP,SUBJECT_AGE,VALUE
AW001CG,YNG,19.0,21.160927973178822
CP001CTA,OLD,65.0,3.9796689085772377
AW002AF,YNG,19.0,3.9300038510804938
