SUBJECT_NAME,TRIAL_INDEX,SECOND_DISPLAY,BLOCK,CONDITION,CONDITION_APPEARANCE,SUBJECT_GROUP,SUBJECT_AGE,SUBJECT_GENDER,CENTER_FIXATION_LATENCY_REL_FIXATION_ONSET_MEDIAN,CENTER_FIXATION_DISTANCE_TO_CENTER_DEG_MEDIAN,CENTER_FIXATION_ACCEPTED,LATENCY_FIRST_SACCADE,TRIAL_SUCCESSFUL,FIXATION_OFFSET_TO_TARGET,LATENCY_CORRECTED_SACCADE,AMPLITUDE_CORRECTED_SACCADE,LATENCY_FIRST_WRONG_SACCADE,AMPLITUDE_FIRST_WRONG_SACCADE,LATENCY_CORRECT_SACCADE,AMPLITUDE_CORRECT_SACCADE,DISPLAY_1_WAS_SUCCESSFUL
AW001CG,43,1,3,1,TD1,YNG,19.0,f,419.0,0.6000304834681327,1.0,162.0,1.0,0.6754769750963793,,,,,162.0,9.421841974056713,1.0
AW001CG,44,0,3,1,TD1,YNG,19.0,f,-1132.0,5.738098557641637,0.0,160.0,1.0,0.8745816761890987,248.0,10.431571637786503,160.0,6.514413116554768,,,
AW001CG,44,1,3,1,TD1,YNG,19.0,f,414.0,0.7099548033955579,1.0,162.0,1.0,0.9035931969790298,,,,,162.0,10.26984514879431,1.0
AW001CG,45,0,3,1,TD1,YNG,19.0,f,-830.0,5.5147544715868335,0.0,202.0,1.0,1.1837522471527258,,,,,202.0,4.6929492654238185,
AW001CG,45,1,3,1,TD1,YNG,19.0,f,422.0,1.2871207218029763,1.0,160.0,1.0,0.6609272627424193,,,,,160.0,8.347543069584788,1.0
AW001CG,46,0,3,1,TD1,YNG,19.0,f,-955.0,4.799735785317476,1.0,148.0,1.0,2.1760790965811045,,,,,148.0,6.464493364310295,
AW001CG,46,1,3,1,TD1,YNG,19.0,f,179.0,0.7330454079815056,1.0,156.0,1.0,0.9841062873640214,,,,,156.0,8.274904226951167,1.0
AW001CG,47,0,3,1,TN,YNG,19.0,f,-1142.0,6.083202900269344,0.0,200.0,1.0,1.455644441044466,,,,,200.0,9.195961688435492,
AW001CG,47,1,3,1,TN,YNG,19.0,f,406.0,0.3474678880221778,1.0,146.0,1.0,0.7417911876587489,,,,,146.0,9.246845714395459,1.0
AW001CG,48,0,3,1,TN,YNG,19.0,f,-906.0,5.244105680131417,0.0,222.0,1.0,0.7637585402810873,,,,,222.0,10.271856292266913,
