SUBJECT_NAME,SUBJECT_GROUP,SUBJECT_AGE,VALUE
AW002AF,YNG,19.0,1.89753236076803
MP1,YNG,,1.3828688483161475
AW001CG,YNG,19.0,0.9677458571468395
