SUBJECT_NAME,SUBJECT_GROUP,SUBJECT_AGE,VALUE
AW001CG,YNG,19.0,8.798357031132053
MP1,YNG,,8.685363080768717
AW002AF,YNG,19.0,8.512600725710008
