SUBJECT_NAME,SUBJECT_GROUP,SUBJECT_AGE,VALUE
AW001CG,YNG,19.0,7.444439452853593
AW002AF,YNG,19.0,6.907672210035159
MP1,YNG,,6.166906671913898
