SUBJECT_NAME,SUBJECT_GROUP,SUBJECT_AGE,VALUE
MP1,YNG,,2.0008504990211606
AW001CG,YNG,19.0,0.9718455097457228
AW002AF,YNG,19.0,0.8968636409887791
